bank_txn_id,timestamp,amount,direction,merchant,reference,payment_method
SYNTH-SETTLE-BANK-00015,2026-05-15 14:13:00,17724.79,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000015,SETTLEMENT
SYNTH-SETTLE-BANK-00016,2026-05-16 14:15:00,24701.57,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000016,SETTLEMENT
SYNTH-SETTLE-BANK-00017,2026-05-17 13:36:00,45293.13,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000017,SETTLEMENT
SYNTH-SETTLE-BANK-00018,2026-05-18 11:22:00,32602.4,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000018,SETTLEMENT
SYNTH-SETTLE-BANK-00019,2026-05-19 12:08:00,44057.78,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000019,SETTLEMENT
SYNTH-SETTLE-BANK-00020,2026-05-20 14:04:00,32718.13,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000020,SETTLEMENT
SYNTH-SETTLE-BANK-00021,2026-05-21 12:18:00,12360.92,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000021,SETTLEMENT
SYNTH-SETTLE-BANK-00022,2026-05-22 11:41:00,22826.33,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000022,SETTLEMENT
SYNTH-SETTLE-BANK-00023,2026-05-23 14:47:00,15173.13,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000023,SETTLEMENT
SYNTH-SETTLE-BANK-00024,2026-05-24 12:57:00,23554.33,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000024,SETTLEMENT
SYNTH-SETTLE-BANK-00025,2026-05-25 14:26:00,19140.15,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000025,SETTLEMENT
SYNTH-SETTLE-BANK-00026,2026-05-26 12:08:00,28644.19,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000026,SETTLEMENT
SYNTH-SETTLE-BANK-00027,2026-05-27 12:26:00,12467.35,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000027,SETTLEMENT
SYNTH-SETTLE-BANK-00028,2026-05-28 12:22:00,16250.12,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000028,SETTLEMENT
SYNTH-SETTLE-BANK-00029,2026-05-29 12:29:00,13044.35,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000029,SETTLEMENT
SYNTH-SETTLE-BANK-00030,2026-05-30 12:45:00,13317.78,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000030,SETTLEMENT
SYNTH-SETTLE-BANK-00031,2026-05-31 12:11:00,33653.3,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000031,SETTLEMENT
SYNTH-SETTLE-BANK-00032,2026-06-01 14:15:00,29268.67,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000032,SETTLEMENT
SYNTH-SETTLE-BANK-00033,2026-06-02 12:18:00,31862.38,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000033,SETTLEMENT
SYNTH-SETTLE-BANK-00034,2026-06-03 12:45:00,22566.41,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000034,SETTLEMENT
SYNTH-SETTLE-BANK-00035,2026-06-04 14:26:00,27323.72,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000035,SETTLEMENT
SYNTH-SETTLE-BANK-00036,2026-06-05 12:44:00,34374.43,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000036,SETTLEMENT
SYNTH-SETTLE-BANK-00037,2026-06-06 11:02:00,20956.98,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000037,SETTLEMENT
SYNTH-SETTLE-BANK-00038,2026-06-07 11:00:00,37414.89,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000038,SETTLEMENT
SYNTH-SETTLE-BANK-00039,2026-06-08 12:44:00,38060.62,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000039,SETTLEMENT
SYNTH-SETTLE-BANK-00040,2026-06-09 13:35:00,16500.73,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000040,SETTLEMENT
SYNTH-SETTLE-BANK-00041,2026-06-10 14:46:00,23539.85,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000041,SETTLEMENT
SYNTH-SETTLE-BANK-00042,2026-06-11 11:31:00,24367.47,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000042,SETTLEMENT
SYNTH-SETTLE-BANK-00043,2026-06-12 13:10:00,24666.48,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000043,SETTLEMENT
SYNTH-SETTLE-BANK-00044,2026-06-13 12:09:00,28289.19,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000044,SETTLEMENT
SYNTH-SETTLE-BANK-00045,2026-06-14 12:48:00,8416.9,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000045,SETTLEMENT
SYNTH-SETTLE-BANK-00046,2026-06-15 12:46:00,22698.67,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000046,SETTLEMENT
SYNTH-SETTLE-BANK-00047,2026-06-16 12:14:00,22447.49,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000047,SETTLEMENT
SYNTH-SETTLE-BANK-00048,2026-06-17 11:04:00,27151.36,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000048,SETTLEMENT
SYNTH-SETTLE-BANK-00049,2026-06-18 11:17:00,38612.14,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000049,SETTLEMENT
SYNTH-SETTLE-BANK-00050,2026-06-19 13:05:00,19574.29,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000050,SETTLEMENT
SYNTH-SETTLE-BANK-00051,2026-06-20 11:53:00,12447.14,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000051,SETTLEMENT
SYNTH-SETTLE-BANK-00052,2026-06-21 12:18:00,35470.79,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000052,SETTLEMENT
SYNTH-SETTLE-BANK-00053,2026-06-22 11:21:00,26464.19,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000053,SETTLEMENT
SYNTH-SETTLE-BANK-00054,2026-06-23 11:11:00,17059.3,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000054,SETTLEMENT
SYNTH-SETTLE-BANK-00055,2026-06-24 11:30:00,39432.23,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000055,SETTLEMENT
SYNTH-SETTLE-BANK-00056,2026-06-25 12:30:00,20083.82,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000056,SETTLEMENT
SYNTH-SETTLE-BANK-00057,2026-06-26 11:39:00,32813.42,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000057,SETTLEMENT
SYNTH-SETTLE-BANK-00058,2026-06-27 11:55:00,23714.27,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000058,SETTLEMENT
SYNTH-SETTLE-BANK-00059,2026-06-28 12:12:00,13875.97,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000059,SETTLEMENT
SYNTH-SETTLE-BANK-00060,2026-06-29 12:09:00,22984.75,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000060,SETTLEMENT
SYNTH-SETTLE-BANK-00061,2026-06-30 11:02:00,23258.72,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000061,SETTLEMENT
SYNTH-SETTLE-BANK-00062,2026-07-01 11:28:00,34900.57,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000062,SETTLEMENT
SYNTH-SETTLE-BANK-00063,2026-07-02 14:48:00,20699.03,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000063,SETTLEMENT
SYNTH-SETTLE-BANK-00064,2026-07-03 13:40:00,27575.13,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000064,SETTLEMENT
SYNTH-SETTLE-BANK-00065,2026-07-04 11:29:00,20468.24,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000065,SETTLEMENT
SYNTH-SETTLE-BANK-00066,2026-07-05 12:08:00,21948.09,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000066,SETTLEMENT
SYNTH-SETTLE-BANK-00067,2026-07-06 12:31:00,18441.3,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000067,SETTLEMENT
SYNTH-SETTLE-BANK-00068,2026-07-07 14:37:00,26647.67,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000068,SETTLEMENT
SYNTH-SETTLE-BANK-00069,2026-07-08 14:31:00,30650.36,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000069,SETTLEMENT
SYNTH-SETTLE-BANK-00070,2026-07-09 14:04:00,13048.61,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000070,SETTLEMENT
SYNTH-SETTLE-BANK-00071,2026-07-10 11:25:00,23942.61,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000071,SETTLEMENT
SYNTH-SETTLE-BANK-00072,2026-07-11 12:57:00,28078.16,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000072,SETTLEMENT
SYNTH-SETTLE-BANK-00073,2026-07-12 12:56:00,25353.66,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000073,SETTLEMENT
SYNTH-SETTLE-BANK-00074,2026-07-13 13:33:00,19051.62,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000074,SETTLEMENT
SYNTH-SETTLE-BANK-00075,2026-07-14 14:22:00,16984.74,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000075,SETTLEMENT
SYNTH-SETTLE-BANK-00076,2026-07-15 12:17:00,21352.19,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000076,SETTLEMENT
SYNTH-SETTLE-BANK-00077,2026-07-16 13:13:00,22970.48,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000077,SETTLEMENT
SYNTH-SETTLE-BANK-00078,2026-07-17 12:03:00,18352.98,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000078,SETTLEMENT
SYNTH-SETTLE-BANK-00079,2026-07-18 11:50:00,26565.65,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000079,SETTLEMENT
SYNTH-SETTLE-BANK-00080,2026-07-19 12:15:00,46412.78,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000080,SETTLEMENT
SYNTH-SETTLE-BANK-00081,2026-07-20 13:56:00,18384.35,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000081,SETTLEMENT
SYNTH-SETTLE-BANK-00082,2026-07-21 12:45:00,27938.64,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000082,SETTLEMENT
SYNTH-SETTLE-BANK-00083,2026-07-22 13:43:00,27746.52,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000083,SETTLEMENT
SYNTH-SETTLE-BANK-00084,2026-07-23 13:45:00,21367.24,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000084,SETTLEMENT
SYNTH-SETTLE-BANK-00085,2026-07-24 12:26:00,19162.03,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000085,SETTLEMENT
SYNTH-SETTLE-BANK-00086,2026-07-25 14:49:00,13696.92,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000086,SETTLEMENT
SYNTH-SETTLE-BANK-00087,2026-07-26 11:11:00,28511.93,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000087,SETTLEMENT
SYNTH-SETTLE-BANK-00088,2026-07-27 14:35:00,23217.54,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000088,SETTLEMENT
SYNTH-SETTLE-BANK-00089,2026-07-28 11:01:00,49781.39,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000089,SETTLEMENT
SYNTH-SETTLE-BANK-00090,2026-07-29 12:31:00,25374.21,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000090,SETTLEMENT
SYNTH-SETTLE-BANK-00091,2026-07-30 14:18:00,6977.75,CREDIT,RAZORPAY SETTLEMENT,SYNTHUTR000000000091,SETTLEMENT
